159414000000,0.00000,0.00000,-0.00000,1.00000,-0.00011,0.00018,0.00000,-0.00000,-0.00001,-0.00000,
159787000000,0.00000,-0.00000,-0.00000,1.00000,-0.00011,0.00018,0.00000,-0.00000,-0.00001,-0.00000,
160058000000,-0.00102,0.00083,0.00008,1.00000,0.00011,0.00007,0.00193,-0.00100,-0.00089,0.00008,
160311000000,-0.00145,0.00099,0.00020,1.00000,0.00009,0.00011,0.00180,-0.00023,-0.00027,0.00011,
160638000000,-0.00219,0.00084,0.00054,1.00000,0.00012,-0.00003,0.00181,-0.00006,-0.00021,0.00019,
160846000000,-0.00208,0.00089,0.00049,1.00000,0.00019,-0.00018,0.00179,-0.00006,-0.00029,0.00019,
161046000000,-0.00207,0.00089,0.00049,1.00000,0.00024,-0.00028,0.00179,0.00004,-0.00029,0.00018,
161358000000,-0.00206,0.00091,0.00049,1.00000,0.00031,-0.00043,0.00179,0.00013,-0.00013,0.00013,
161668000000,-0.00212,0.00091,0.00049,1.00000,0.00048,-0.00072,0.00178,-0.00006,-0.00019,0.00017,
161963000000,0.01283,-0.00842,0.01450,0.99900,-0.01521,0.03437,0.02440,0.08161,-0.01978,0.06336,
162163000000,0.02490,-0.01782,0.02621,0.99610,-0.03143,0.06464,0.05113,0.03848,-0.05717,0.06095,
162480000000,0.03871,-0.02763,0.04120,0.99714,-0.02750,0.04221,0.05631,0.08741,-0.00297,0.07071,
162754000000,0.06554,0.00736,0.05038,0.99669,0.02890,-0.05777,0.04944,0.06451,0.06168,0.04650,
163084000000,0.10196,0.03743,0.05414,0.99862,-0.01957,-0.02953,0.03867,0.02374,0.02932,0.05697,
163413000000,0.12756,0.05027,0.08210,0.99840,0.00431,-0.04633,0.03220,0.03859,0.02227,0.10495,
163619000000,0.11804,0.03425,0.11225,0.99867,0.00069,-0.04325,0.02805,-0.00475,-0.03669,0.12071,
163919000000,0.12950,0.02909,0.14645,0.99919,-0.00533,-0.03268,0.02306,0.00622,-0.03995,0.15806,
164220000000,0.12388,0.01392,0.19519,0.99903,0.00187,-0.03948,0.01930,-0.00427,-0.04771,0.17721,
164510000000,0.11457,-0.00325,0.24769,0.99934,-0.00583,-0.03207,0.01587,-0.00955,-0.05484,0.19607,
164738000000,0.09727,-0.01746,0.29745,0.99922,0.00711,-0.03594,0.01480,-0.02590,-0.05244,0.22388,
164974000000,0.08700,-0.02955,0.35173,0.99910,-0.00272,-0.04036,0.01315,-0.03874,-0.05396,0.23953,
165218000000,0.07277,-0.04217,0.41323,0.99933,-0.00284,-0.03458,0.01186,-0.05151,-0.04814,0.25527,
165587000000,0.04960,-0.05820,0.51203,0.99921,0.00019,-0.03841,0.01036,-0.05628,-0.03999,0.28612,
165939000000,0.03115,-0.06432,0.61907,0.99934,-0.00283,-0.03529,0.00782,-0.05937,-0.02756,0.32180,
166312000000,0.00224,-0.06821,0.74028,0.99931,-0.00316,-0.03661,0.00553,-0.06770,-0.02272,0.34688,
