51874000000,0.00028,0.00010,0.00015,0.98455,0.00191,0.17512,-0.00031,
52114000000,0.00031,0.00009,0.00013,0.98454,0.00190,0.17514,-0.00031,
52301000000,0.00030,0.00012,0.00019,0.98452,0.00214,0.17524,-0.00037,
52659000000,0.00029,0.00014,0.00030,0.98451,0.00233,0.17533,-0.00040,
53019000000,0.00028,0.00014,0.00031,0.98450,0.00236,0.17538,-0.00041,
53748000000,0.00032,0.00018,0.00029,0.98444,0.00314,0.17570,-0.00055,
54140000000,0.00034,0.00014,0.00036,0.98442,0.00335,0.17580,-0.00058,
54526000000,0.00030,0.00013,0.00038,0.98440,0.00333,0.17590,-0.00057,
54870000000,-0.00008,0.00006,-0.00057,0.98482,0.00219,0.17356,-0.00036,
55141000000,-0.00820,0.00013,0.06538,0.98266,0.00140,0.18543,-0.00096,
55483000000,-0.00219,-0.00222,0.45914,0.98758,0.00244,0.15712,-0.00115,
55780000000,-0.02352,-0.00869,0.79901,0.98491,-0.00289,0.17303,-0.00165,
56120000000,-0.03929,-0.03898,1.12345,0.98451,0.00310,0.17527,-0.00182,
56508000000,-0.00350,-0.07623,1.41005,0.98587,0.00963,0.16723,-0.00353,
56823000000,0.03046,-0.06606,1.54530,0.98159,0.01644,0.18991,-0.01219,
57178000000,-0.20844,-0.03356,1.71510,0.98948,0.00259,0.14429,-0.01054,
57508000000,-0.32170,-0.01340,1.76330,0.98128,0.00642,0.19236,-0.00653,
57909000000,-0.38061,-0.39498,2.52176,0.99539,0.05236,0.07955,-0.01158,
58263000000,-0.75785,-0.98746,3.19577,0.99316,0.06745,0.09516,-0.00572,
58755000000,1.33842,-4.14682,4.30225,0.99471,0.08692,0.05414,-0.00840,
59235000000,3.01523,-6.30684,4.25037,0.99587,0.04892,0.07645,-0.00235,
59745000000,2.40453,-6.79802,2.63583,0.99343,0.01028,0.11397,0.00149,
60154000000,1.48751,-8.33777,3.83550,0.99776,0.01276,0.06560,0.00073,
60615000000,3.64509,-12.13131,3.85891,0.99521,0.02000,0.09571,0.00223,
61049000000,2.38253,-11.88665,4.42385,0.99729,0.01827,0.07126,0.00305,
61563000000,7.17173,-17.85064,2.50741,0.99266,0.01040,0.12042,0.00452,
62121000000,-0.17995,-13.80931,7.50816,0.99860,0.01050,0.05181,0.00195,
62474000000,3.11642,-22.04795,8.99818,0.99838,0.03989,0.04056,0.00238,
62894000000,0.70106,-21.14558,10.14620,0.99843,0.03593,0.04301,0.00209,
63408000000,0.49500,-24.04729,11.40115,0.99887,0.03412,0.03318,0.00122,
63963000000,0.22913,-27.39274,12.85416,0.99858,0.03525,0.03996,0.00117,
64325000000,0.03803,-29.69173,13.85709,0.99866,0.03507,0.03805,0.00095,
64706000000,-0.18327,-32.21132,14.95944,0.99876,0.03278,0.03734,0.00003,
65121000000,2.94730,-37.83992,9.29575,0.99592,0.02481,0.08675,0.00002,
65595000000,3.04803,-41.56970,9.78874,0.99673,0.02609,0.07644,0.00045,
66093000000,3.11307,-45.67480,10.34222,0.99575,0.02801,0.08776,0.00128,
66469000000,3.14791,-48.87838,10.78497,0.99667,0.01954,0.07911,-0.00110,
66892000000,3.16067,-52.59076,11.30562,0.99603,0.03103,0.08345,0.00236,
67360000000,3.14680,-56.85161,11.91280,0.99641,0.02243,0.08158,0.00051,
67761000000,3.10886,-60.61572,12.45403,0.99659,0.02650,0.07818,0.00169,
68137000000,3.04989,-64.24697,12.97663,0.99638,0.02485,0.08130,0.00138,
